species,decimalLatitude,decimalLongitude
Anorrhinus galeritus,5.413522,100.781204
Anthracoceros albirostris,5.946333,116.04579
Anorrhinus galeritus,3.712088,101.73729
Anorrhinus galeritus,5.876139,117.944145
Anthracoceros malayanus,4.471011,117.91626
Buceros rhinoceros,4.385003,102.40072
Buceros rhinoceros,4.962297,117.80357
Anthracoceros albirostris,5.876139,117.944145
Rhyticeros undulatus,3.716435,101.73666
Anthracoceros malayanus,4.3992,117.8892
Buceros rhinoceros,4.397206,102.402176
Rhyticeros undulatus,4.397206,102.402176
Buceros rhinoceros,5.876139,117.944145
Berenicornis comatus,4.400715,117.89217
Buceros rhinoceros,5.876139,117.944145
Buceros rhinoceros,3.206709,101.84327
Anthracoceros malayanus,3.579722,102.16389
Anthracoceros malayanus,4.397206,102.402176
Anthracoceros albirostris,4.962297,117.80357
Anthracoceros malayanus,5.477855,118.221375
Buceros rhinoceros,4.962297,117.80357
Rhyticeros undulatus,3.716435,101.73666
Anthracoceros malayanus,3.098267,101.503494
Rhyticeros undulatus,3.215626,101.87909
Aceros corrugatus,5.477855,118.221375
Buceros rhinoceros,3.694075,101.74849
Anthracoceros albirostris,5.53757,118.297104
Buceros rhinoceros,4.962297,117.80357
Buceros rhinoceros,4.736876,116.97571
Aceros corrugatus,5.468624,118.187744
Anthracoceros malayanus,5.477855,118.221375
Rhyticeros undulatus,6.045708,116.70074
Anthracoceros albirostris,6.366567,99.81818
Anthracoceros malayanus,4.400715,117.89217
Buceros bicornis,3.400651,101.78927
Berenicornis comatus,5.530219,118.07522
Buceros rhinoceros,5.468624,118.187744
Anthracoceros albirostris,2.471249,103.828125
Berenicornis comatus,6.115223,100.96402
Rhyticeros undulatus,6.009504,116.54108
Anthracoceros malayanus,5.0198,117.7462
Anthracoceros malayanus,5.50429,118.27074
Buceros rhinoceros,4.397206,102.402176
Anthracoceros albirostris,5.530219,118.07522
Buceros rhinoceros,5.876139,117.944145
Buceros rhinoceros,5.876139,117.944145
Anthracoceros malayanus,5.50429,118.27074
Anthracoceros albirostris,3.58375,102.164894
Anorrhinus galeritus,5.876139,117.944145
Anthracoceros malayanus,3.579722,102.16389
Buceros bicornis,6.366567,99.81818
Anthracoceros albirostris,6.366567,99.81818
Anthracoceros albirostris,6.247586,100.81462
Anthracoceros malayanus,5.53757,118.297104
Rhyticeros undulatus,3.716435,101.73666
Aceros corrugatus,5.785715,101.514305
Anthracoceros albirostris,5.785715,101.514305
Anorrhinus galeritus,5.876139,117.944145
Anthracoceros albirostris,6.366567,99.81818
Buceros rhinoceros,4.397846,102.402534
Anthracoceros albirostris,6.115223,100.96402
Rhyticeros undulatus,3.713773,101.74189
Anthracoceros albirostris,3.098267,101.503494
Anthracoceros malayanus,5.876139,117.944145
Anthracoceros malayanus,5.876139,117.944145
Anthracoceros malayanus,4.397206,102.402176
Anthracoceros albirostris,5.876139,117.944145
Anthracoceros albirostris,5.468624,118.187744
Anorrhinus galeritus,4.471011,117.91626
Anorrhinus galeritus,5.53757,118.297104
Berenicornis comatus,6.320417,100.481384
Upupa epops,4.864971,100.704575
Buceros rhinoceros,4.392701,102.40592
Anthracoceros malayanus,5.876139,117.944145
Anthracoceros malayanus,1.80913,103.84397
Anthracoceros albirostris,6.115223,100.96402
Anorrhinus galeritus,2.561021,103.77714
Berenicornis comatus,6.115223,100.96402
Anthracoceros albirostris,6.115223,100.96402
Buceros rhinoceros,5.367517,117.42956
Anorrhinus galeritus,3.71387,101.75735
Anthracoceros malayanus,3.098267,101.503494
Buceros bicornis,3.400651,101.78927
Berenicornis comatus,4.385003,102.40072
Buceros rhinoceros,5.876139,117.944145
Aceros corrugatus,5.453978,118.18568
Anthracoceros malayanus,6.115223,100.96402
Berenicornis comatus,6.115223,100.96402
Anthracoceros albirostris,6.115223,100.96402
Berenicornis comatus,4.88653,116.491005
Anthracoceros albirostris,6.28414,99.73214
Anthracoceros malayanus,5.876139,117.944145
Anorrhinus galeritus,5.876139,117.944145
Rhyticeros undulatus,6.247586,100.81462
Anthracoceros malayanus,5.876139,117.944145
Anthracoceros albirostris,2.454422,103.83096
Rhyticeros undulatus,6.366567,99.81818
Anthracoceros malayanus,5.876139,117.944145
Rhyticeros undulatus,3.716435,101.73666
Rhyticeros undulatus,3.716435,101.73666
Anthracoceros albirostris,6.366567,99.81818
Buceros rhinoceros,4.397206,102.402176
Anthracoceros albirostris,6.399429,99.72752
Buceros rhinoceros,4.6781,102.0581
Anthracoceros malayanus,4.6781,102.0581
Berenicornis comatus,6.3114,100.4847
Anthracoceros albirostris,4.139942,100.899426
Anthracoceros albirostris,3.12901,101.679784
Anthracoceros albirostris,3.33163,101.252587
Anthracoceros albirostris,5.528086,118.304497
Anthracoceros malayanus,5.597319,118.294857
Buceros rhinoceros,5.969519,117.992639
Buceros rhinoceros,5.889248,117.812015
Buceros rhinoceros,5.41585,118.232223
Anthracoceros albirostris,5.470386,118.256118
Anthracoceros albirostris,5.506601,118.285148
Buceros rhinoceros,5.424669,118.271734
Aceros corrugatus,2.212036,103.78684
Buceros rhinoceros,5.974091,116.08662
Rhyticeros undulatus,5.985775,116.196733
Anorrhinus galeritus,5.925075,116.146074
Anthracoceros albirostris,4.230167,100.547333
Anthracoceros albirostris,6.392092,99.770881
Aceros corrugatus,5.934557,117.812583
Anthracoceros albirostris,3.820999,103.3971
Anthracoceros malayanus,3.476155,102.903563
Aceros corrugatus,4.585195,102.300699
Rhyticeros undulatus,1.886196,103.840214
Berenicornis comatus,5.430635,117.915065
Anthracoceros albirostris,5.464439,117.806934
Aceros corrugatus,5.694228,117.988468
Buceros rhinoceros,2.446752,113.34785
Anthracoceros albirostris,4.538543,100.720265
Anthracoceros malayanus,5.48714,117.903111
Buceros rhinoceros,5.555538,117.831382
Anthracoceros albirostris,5.551205,117.885814
Buceros rhinoceros,4.302165,101.952636
Anthracoceros albirostris,1.757515,104.083088
Rhinoplax vigil,3.260342,101.716812
Anthracoceros albirostris,2.506113,102.837487
Anthracoceros albirostris,5.96533,116.076444
Anthracoceros malayanus,3.244805,101.624874
Anthracoceros albirostris,5.521935,118.300034
Anthracoceros albirostris,5.51305,118.272224
Anthracoceros albirostris,5.51305,118.272224
Anthracoceros albirostris,5.522277,118.301407
Anthracoceros albirostris,5.522277,118.301407
Anthracoceros albirostris,5.528086,118.304497
Anthracoceros albirostris,5.522277,118.301407
Aceros corrugatus,4.3888,102.4039
Aceros corrugatus,4.3888,102.4039
Aceros corrugatus,4.3888,102.4039
Buceros rhinoceros,5.1574,118.34944
Anthracoceros malayanus,5.547725,117.714001
Anthracoceros albirostris,5.436077,117.743532
Anthracoceros malayanus,5.537284,117.791334
Buceros rhinoceros,4.975331,117.613784
Anthracoceros albirostris,5.436077,117.743532
Anthracoceros albirostris,5.436077,117.743532
Anthracoceros albirostris,5.436077,117.743532
Aceros corrugatus,5.443303,118.209929
Buceros rhinoceros,5.376843,118.7132
Rhinoplax vigil,3.341984,101.79162
Rhinoplax vigil,4.539256,102.494766
Rhinoplax vigil,4.727418,116.804087
Anthracoceros malayanus,4.753452,116.856718
Buceros rhinoceros,4.621378,116.97076
Anthracoceros malayanus,4.674788,116.859912
Anthracoceros malayanus,4.671327,116.90961
Anthracoceros malayanus,4.67095,116.881141
Anthracoceros albirostris,5.9,117.8
Anthracoceros albirostris,6.320842,99.854033
Anthracoceros malayanus,5.502263,118.212938
Anthracoceros malayanus,5.587557,118.247453
Anthracoceros malayanus,5.557824,118.396939
Anorrhinus galeritus,5.556975,118.227032
Buceros rhinoceros,4.297683,102.357586
Buceros rhinoceros,4.367089,102.246892
Aceros corrugatus,5.405068,118.386438
Buceros rhinoceros,5.442545,118.343278
Anthracoceros albirostris,5.936152,117.798012
Anthracoceros albirostris,6.27136,99.732064
Anthracoceros albirostris,5.949498,116.04901
Anthracoceros albirostris,5.574205,118.361907
Anthracoceros albirostris,5.574205,118.361907
Anthracoceros malayanus,4.950258,117.712485
Anthracoceros albirostris,3.339002,101.244805
Anthracoceros malayanus,5.838167,117.820342
Aceros corrugatus,5.500486,118.256722
Aceros corrugatus,5.581957,118.342856
Anorrhinus galeritus,5.555768,118.279805
Buceros rhinoceros,5.555483,118.24467
Berenicornis comatus,5.519968,118.272278
Anorrhinus galeritus,5.411745,118.381801
Anthracoceros malayanus,5.535036,118.21307
Anthracoceros albirostris,5.466571,118.249161
Anthracoceros albirostris,5.481104,101.35896
Buceros rhinoceros,4.880088,117.913392
Anorrhinus galeritus,4.252721,102.280104
Buceros rhinoceros,3.457267,101.970791
Buceros rhinoceros,3.415721,101.81732
Buceros bicornis,3.793676,101.731074
Rhyticeros undulatus,5.208388,116.817312
Anthracoceros albirostris,5.97884,116.07532
Anthracoceros albirostris,6.4,99.7
Buceros rhinoceros,5.954014,116.02052
Anthracoceros albirostris,5.97884,116.07532
Anthracoceros albirostris,4.175128,100.94507
Rhinoplax vigil,5.200631,117.506113
Rhinoplax vigil,5.039395,117.724335
Anthracoceros albirostris,5.497597,118.206276
Buceros bicornis,4.507026,102.43601
Berenicornis comatus,5.297693,118.685231
Anthracoceros malayanus,5.308392,118.749088
Buceros rhinoceros,5.362269,118.602543
Anthracoceros albirostris,4.962613,117.803538
Anthracoceros albirostris,5.497597,118.206276
Anthracoceros albirostris,4.197378,100.54695
Buceros bicornis,5.608537,100.418163
Anthracoceros albirostris,4.232903,100.549179
Berenicornis comatus,5.942323,116.161466
Anorrhinus galeritus,1.8791,103.9219
Buceros rhinoceros,4.9648,117.805
Berenicornis comatus,1.127946,110.218309
Anthracoceros malayanus,5.503005,118.276901
Aceros corrugatus,5.462247,118.252838
Anthracoceros albirostris,5.555127,118.334
Anorrhinus galeritus,5.486579,118.26133
Anthracoceros malayanus,5.55326,118.324043
Anthracoceros malayanus,4.963251,117.80294
Buceros rhinoceros,5.875053,117.943245
Anorrhinus galeritus,5.54566,118.312355
Anthracoceros albirostris,5.508304,118.281677
Anthracoceros albirostris,5.552453,118.333977
Anthracoceros albirostris,5.524193,118.294846
Anthracoceros albirostris,5.455756,118.238899
Anthracoceros malayanus,5.539568,118.30632
Anthracoceros malayanus,5.875089,117.940248
Anthracoceros malayanus,5.540713,118.305466
Buceros rhinoceros,5.874267,117.942692
Anthracoceros malayanus,5.876224,117.94191
Anorrhinus galeritus,5.87322,117.942131
Buceros rhinoceros,5.874174,117.942682
Anorrhinus galeritus,5.871139,117.942535
Anthracoceros albirostris,4.382135,102.400383
Buceros rhinoceros,5.457528,118.251937
Anthracoceros albirostris,5.455525,118.239251
Buceros rhinoceros,5.398855,117.408697
Anthracoceros malayanus,5.486458,118.27116
Aceros corrugatus,5.454051,118.251747
Anorrhinus galeritus,4.398202,117.889511
Anthracoceros albirostris,4.963353,117.803032
Anthracoceros albirostris,5.45233,118.250313
Anthracoceros malayanus,5.478807,118.242622
Anthracoceros albirostris,5.505633,118.27655
Anorrhinus galeritus,5.525554,118.292877
Aceros corrugatus,5.554877,118.33651
Berenicornis comatus,5.4657,118.1984
Anthracoceros albirostris,5.511485,118.298378
Anthracoceros malayanus,5.503845,118.261818
Anthracoceros malayanus,5.554553,118.335381
Anthracoceros albirostris,5.493386,118.284531
Anthracoceros albirostris,5.503033,118.260589
Anthracoceros albirostris,4.383776,102.400185
Anthracoceros albirostris,4.382649,102.399928
Buceros rhinoceros,5.474003,118.198814
Anthracoceros albirostris,5.506463,118.278343
Anthracoceros malayanus,4.960817,117.800491
Anthracoceros malayanus,5.539663,118.304047
Anthracoceros albirostris,4.966828,117.804054
Anthracoceros malayanus,5.474003,118.198814
Anthracoceros albirostris,5.493009,118.210353
Anthracoceros albirostris,5.505633,118.27655
Anthracoceros malayanus,4.367625,102.396934
Anthracoceros malayanus,5.486197,118.26921
Buceros rhinoceros,5.504628,118.266357
Anthracoceros malayanus,5.868947,117.949837
Buceros rhinoceros,5.4617,118.1981
Buceros rhinoceros,3.498611,101.198486
Anthracoceros albirostris,5.477482,118.199258
Aceros corrugatus,5.4679,118.2542
Buceros rhinoceros,5.487566,118.211613
Anthracoceros malayanus,4.962627,117.803703
Anthracoceros albirostris,5.555104,118.334358
Anthracoceros malayanus,5.486841,118.287668
Anorrhinus galeritus,5.531731,118.292196
Buceros rhinoceros,5.489706,118.20141
Anthracoceros malayanus,5.868947,117.949837
Aceros corrugatus,5.466523,118.246724
Anthracoceros albirostris,5.4523,118.251173
Anthracoceros malayanus,5.497569,118.207428
Buceros rhinoceros,5.875293,117.941823
Anthracoceros albirostris,5.542042,118.309067
Anthracoceros albirostris,5.190616,118.499298
Anthracoceros malayanus,5.490178,118.277682
Anthracoceros albirostris,5.508601,118.281699
Berenicornis comatus,5.4657,118.1984
Anthracoceros albirostris,5.4669,118.1982
Berenicornis comatus,5.499214,118.255966
Anthracoceros malayanus,4.398008,117.88632
Anthracoceros albirostris,5.472915,118.198773
Anthracoceros malayanus,5.452722,118.248465
Anthracoceros malayanus,5.4861,118.2597
Anthracoceros malayanus,5.452711,118.248583
Anthracoceros albirostris,5.551208,118.320472
Anthracoceros albirostris,4.231902,100.546712
Aceros corrugatus,5.453833,118.245049
Aceros corrugatus,5.497001,118.252861
Aceros corrugatus,5.454373,118.24232
Anthracoceros malayanus,5.504628,118.267148
Anthracoceros albirostris,4.963354,117.803032
Anthracoceros albirostris,5.480933,118.225801
Anthracoceros malayanus,5.454373,118.24232
Anthracoceros malayanus,4.963,117.8031
Anthracoceros albirostris,4.962617,117.803795
Anthracoceros malayanus,5.528567,118.293222
Berenicornis comatus,5.504168,118.277825
Berenicornis comatus,4.388612,102.402036
Berenicornis comatus,5.4666,118.2458
Anthracoceros malayanus,5.4811,118.2183
Anthracoceros albirostris,5.493614,118.283669
Anthracoceros malayanus,5.872147,117.943516
Anthracoceros albirostris,5.483058,118.280469
Anthracoceros albirostris,5.452312,118.250542
Aceros corrugatus,5.462247,118.252838
Anorrhinus galeritus,5.54566,118.312355
Anthracoceros malayanus,5.486171,118.270561
Anthracoceros albirostris,4.962522,117.802681
Anthracoceros albirostris,5.92114,117.82078
Anorrhinus galeritus,5.87345,117.942547
Anthracoceros malayanus,4.388689,102.401762
Aceros corrugatus,5.4738,118.2415
Anorrhinus galeritus,5.4933,118.285
Anthracoceros albirostris,5.485185,118.2139
Anthracoceros malayanus,4.385199,102.401004
Anthracoceros albirostris,4.969302,117.806288
Anthracoceros malayanus,4.962838,117.80249
Aceros corrugatus,5.55077,118.321081
Anthracoceros malayanus,5.485201,118.285507
Anthracoceros albirostris,5.547931,118.316002
Anthracoceros malayanus,5.551406,118.334427
Anthracoceros malayanus,4.964982,117.808665
Anthracoceros albirostris,5.538764,118.301437
Anthracoceros albirostris,5.530606,118.071854
Anorrhinus galeritus,4.398292,117.889511
Anthracoceros malayanus,5.486617,118.262143
Anthracoceros malayanus,5.487079,118.280024
Buceros rhinoceros,5.4617,118.1981
Anthracoceros malayanus,5.875277,117.947907
Buceros rhinoceros,5.466723,118.126831
Anorrhinus galeritus,5.520984,118.296471
Anthracoceros albirostris,5.513462,118.29057
Anorrhinus galeritus,5.487566,118.211613
Buceros rhinoceros,5.550735,118.320953
Anthracoceros albirostris,5.530564,118.071861
Anthracoceros albirostris,5.526464,118.293343
Anthracoceros malayanus,4.964922,117.808044
Aceros corrugatus,5.480363,118.266504
Anthracoceros albirostris,5.466081,118.253336
Aceros corrugatus,5.471034,118.258118
Anthracoceros malayanus,5.875255,117.94194
Anthracoceros albirostris,4.231006,100.548508
Anthracoceros albirostris,5.528179,118.291855
Anthracoceros albirostris,5.539012,118.299638
Anthracoceros albirostris,5.494088,118.248268
Anthracoceros malayanus,5.490179,118.277924
Aceros corrugatus,5.483715,118.23024
Anorrhinus galeritus,5.460235,118.105821
Berenicornis comatus,5.491913,118.22386
Aceros corrugatus,5.519644,118.29911
Anthracoceros malayanus,4.966178,117.807083
Aceros corrugatus,5.452326,118.250351
Aceros corrugatus,5.556187,118.335498
Anthracoceros albirostris,5.483313,118.28196
Anthracoceros malayanus,5.497987,118.236275
Anthracoceros albirostris,5.550764,118.334686
Anthracoceros malayanus,5.87674,117.944479
Aceros corrugatus,5.467641,118.253525
Anthracoceros albirostris,5.466815,118.250048
Anthracoceros albirostris,5.476022,118.27066
Anthracoceros malayanus,5.47411,118.239156
Buceros rhinoceros,5.875556,117.943493
Aceros corrugatus,5.496665,118.252278
Anthracoceros albirostris,4.961773,117.800102
Anthracoceros albirostris,5.493613,118.24744
Aceros corrugatus,4.963292,117.802776
Anorrhinus galeritus,5.87123,117.942665
Anthracoceros malayanus,5.492315,118.287179
Anthracoceros albirostris,5.457241,118.252045
Anthracoceros malayanus,5.501363,118.201924
Berenicornis comatus,5.456451,118.237397
Anthracoceros albirostris,5.55686,118.334587
Anthracoceros albirostris,4.961773,117.800102
Berenicornis comatus,5.499133,118.255981
Rhyticeros undulatus,4.430168,102.469147
Anthracoceros albirostris,5.547913,118.315895
Anthracoceros albirostris,5.474758,118.270665
Anorrhinus galeritus,5.465299,118.198946
Anthracoceros malayanus,5.554946,118.335179
Anthracoceros albirostris,5.458202,118.193209
Aceros corrugatus,4.95803,117.801941
Anorrhinus galeritus,5.485574,118.261081
Aceros corrugatus,5.468989,118.255844
Anthracoceros albirostris,4.231902,100.546712
Berenicornis comatus,5.550444,118.320107
Buceros rhinoceros,3.419218,101.842602
Anthracoceros albirostris,5.523958,118.294876
Rhyticeros undulatus,4.414243,102.395676
Anthracoceros malayanus,5.54979,118.335846
Anthracoceros albirostris,4.966594,117.803434
Buceros rhinoceros,3.401553,101.831188
Anthracoceros albirostris,4.962617,117.803795
Anthracoceros malayanus,4.96263,117.803574
Berenicornis comatus,5.456846,118.232934
Aceros corrugatus,5.257119,117.612591
Anthracoceros albirostris,5.524193,118.294846
Anthracoceros malayanus,5.552413,118.098135
Anorrhinus galeritus,5.4667,118.2466
Aceros corrugatus,5.485286,118.285909
Anthracoceros albirostris,5.540607,118.305222
Buceros rhinoceros,5.55838,118.339157
Rhyticeros undulatus,3.414203,101.840564
Buceros rhinoceros,3.419529,101.842649
Anorrhinus galeritus,5.551283,118.334288
Anthracoceros albirostris,5.452359,118.250063
Anthracoceros albirostris,5.48186,118.199388
Anthracoceros malayanus,4.964947,117.808838
Anthracoceros albirostris,5.51336,118.290549
Anthracoceros malayanus,4.397941,117.888031
Berenicornis comatus,5.41496,118.038255
Anthracoceros malayanus,5.873651,117.942595
Anthracoceros albirostris,5.462639,118.197269
Anthracoceros albirostris,5.499714,118.278107
Anorrhinus galeritus,5.503448,118.261162
Anthracoceros albirostris,5.510962,118.299721
Anorrhinus galeritus,4.966196,117.817647
Anthracoceros malayanus,5.499801,118.203911
