species,decimalLatitude,decimalLongitude
Aceros corrugatus,4.82427,117.772918
Anthracoceros albirostris,5.538953,118.303947
Anorrhinus galeritus,4.756205,116.934278
Anthracoceros malayanus,4.607505,116.828475
Anthracoceros albirostris,5.466668,117.833351
Buceros rhinoceros,5.492287,118.276569
Anthracoceros albirostris,5.497597,118.206276
Rhyticeros undulatus,6.039222,116.638293
Anthracoceros albirostris,5.496474,118.151914
Anthracoceros albirostris,5.465716,118.165647
Anthracoceros albirostris,6.306787,99.711778
Anorrhinus galeritus,5.472691,118.383883
Buceros rhinoceros,5.50686,118.319089
Berenicornis comatus,5.549244,118.249298
Buceros rhinoceros,5.445158,118.274953
Anorrhinus galeritus,5.530018,118.241863
Aceros corrugatus,5.589089,118.320389
Anthracoceros albirostris,5.520568,118.285958
Anthracoceros malayanus,5.588133,118.25833
Anthracoceros albirostris,5.51297,118.274971
Anthracoceros malayanus,5.50207,118.296556
Anthracoceros albirostris,5.498238,118.280905
Anthracoceros malayanus,5.409683,118.278517
Anthracoceros albirostris,5.528086,118.304497
Anthracoceros malayanus,4.505199,102.540239
Anthracoceros malayanus,4.570417,102.568726
Anthracoceros albirostris,3.893865,102.386202
Anthracoceros albirostris,3.899517,102.386716
Anthracoceros malayanus,3.439261,102.891429
Buceros rhinoceros,5.478822,118.273712
Buceros rhinoceros,5.525057,118.204722
Anthracoceros albirostris,5.541773,118.307306
Anthracoceros albirostris,6.418923,99.669413
Anthracoceros albirostris,6.393893,99.831823
Rhyticeros undulatus,6.155531,116.147911
Aceros corrugatus,5.678296,118.38324
Rhyticeros undulatus,5.166667,118.75
Rhinoplax vigil,5.166667,118.75
Aceros corrugatus,5.166667,118.75
Aceros corrugatus,5.166667,118.75
Anthracoceros albirostris,5.480406,118.257168
Anthracoceros albirostris,5.479395,118.267874
Anthracoceros malayanus,5.583557,118.312192
Anthracoceros albirostris,5.466783,118.244257
Buceros rhinoceros,5.552805,118.293843
Anthracoceros albirostris,5.485279,118.232891
Anthracoceros malayanus,5.453038,118.257514
Buceros rhinoceros,5.48451,118.330887
Anthracoceros albirostris,5.471106,118.264759
Anthracoceros malayanus,5.458903,118.359752
Rhyticeros undulatus,5.498032,118.273762
Anthracoceros albirostris,5.497597,118.206276
Berenicornis comatus,5.468345,118.280622
Anthracoceros malayanus,5.44732,118.384546
Aceros corrugatus,5.595976,118.382555
Anthracoceros malayanus,5.551153,118.082141
Anthracoceros albirostris,5.481051,118.214589
Buceros rhinoceros,5.506068,118.260203
Anthracoceros malayanus,5.908713,117.90461
Anthracoceros albirostris,5.72531,115.653951
Anthracoceros albirostris,5.461976,117.774476
Anthracoceros malayanus,5.986591,117.864541
Berenicornis comatus,6.1151,100.9634
Berenicornis comatus,6.1151,100.9634
Anthracoceros albirostris,6.1151,100.9634
Anorrhinus galeritus,4.7371,116.9751
Buceros bicornis,4.39,102.4
Anthracoceros albirostris,6.1151,100.9634
Rhyticeros subruficollis,6.1151,100.9634
Berenicornis comatus,4.9767,117.7417
Anthracoceros malayanus,2.3078,111.866
Anthracoceros albirostris,5.4667,118.2531
Buceros rhinoceros,4.9,117.7
Berenicornis comatus,5.4667,118.2531
Buceros rhinoceros,5.8771,117.9394
Anthracoceros malayanus,5.8756,117.9433
Buceros rhinoceros,5.873,117.9399
Anthracoceros malayanus,4.2289,114.106
Anthracoceros albirostris,5.051262,117.977687
Anthracoceros malayanus,5.482,118.2376
Aceros corrugatus,5.482,118.2376
Buceros rhinoceros,5.8762,117.9448
Anorrhinus galeritus,5.8762,117.9448
Anthracoceros malayanus,5.482,118.2376
Buceros rhinoceros,5.051262,117.977687
Berenicornis comatus,5.482,118.2376
Anthracoceros albirostris,5.482,118.2376
Anthracoceros albirostris,5.482,118.2376
Anthracoceros malayanus,5.482,118.2376
Anthracoceros albirostris,5.482,118.2376
Anthracoceros albirostris,5.482,118.2376
Berenicornis comatus,5.482,118.2376
Anthracoceros malayanus,5.482,118.2376
Anthracoceros albirostris,5.051262,117.977687
Anthracoceros malayanus,5.482,118.2376
Berenicornis comatus,5.482,118.2376
Buceros rhinoceros,5.051262,117.977687
Anthracoceros albirostris,5.8762,117.9448
Buceros rhinoceros,5.37,117.42
Berenicornis comatus,5.482,118.2376
Anorrhinus galeritus,5.37,117.42
Anorrhinus galeritus,5.37,117.42
Buceros rhinoceros,5.8762,117.9448
Anthracoceros malayanus,5.482,118.2376
Anthracoceros albirostris,4.2267,100.5624
Anthracoceros albirostris,3.3402,101.2498
Rhyticeros undulatus,5.0224,117.7464
Anthracoceros albirostris,5.482,118.2376
Aceros corrugatus,5.482,118.2376
Buceros rhinoceros,4.386,102.401
Buceros rhinoceros,3.701,101.748
Buceros rhinoceros,3.701,101.748
Anthracoceros malayanus,4.386,102.401
Buceros rhinoceros,5.482,118.2376
Rhyticeros undulatus,5.033,117.7488
Anthracoceros malayanus,5.033,117.7488
Rhyticeros undulatus,5.033,117.7488
Rhyticeros undulatus,4.749,116.9263
Aceros corrugatus,5.4896,118.2321
Anthracoceros malayanus,5.4992,118.2825
Anorrhinus galeritus,5.4896,118.2321
Anorrhinus galeritus,5.4896,118.2321
Berenicornis comatus,5.033,117.7488
Buceros rhinoceros,4.749,116.9263
Anthracoceros malayanus,5.4992,118.2825
Berenicornis comatus,1.607,110.1901
Berenicornis comatus,5.0224,117.7464
Berenicornis comatus,3.9454,115.611
Anthracoceros malayanus,5.482,118.2376
Berenicornis comatus,5.482,118.2376
Anorrhinus galeritus,4.4453,115.4971
Anthracoceros malayanus,5.8762,117.9448
Anthracoceros malayanus,5.8762,117.9448
Berenicornis comatus,5.4626,118.2526
Anorrhinus galeritus,5.0224,117.7464
Buceros rhinoceros,3.4212,101.7944
Rhyticeros undulatus,4.4453,115.4971
Aceros corrugatus,4.6781,102.0581
Berenicornis comatus,1.6116,110.195
Anorrhinus galeritus,5.482,118.2376
Anthracoceros albirostris,5.482,118.2376
Buceros rhinoceros,5.482,118.2376
Buceros rhinoceros,4.6781,102.0581
Anthracoceros malayanus,4.6781,102.0581
Buceros rhinoceros,4.6781,102.0581
Aceros corrugatus,4.6781,102.0581
Anthracoceros malayanus,4.6781,102.0581
Buceros rhinoceros,5.0198,117.7462
Anthracoceros albirostris,5.8762,117.9448
Anthracoceros albirostris,5.8762,117.9448
Anorrhinus galeritus,5.2205,118.5499
Buceros rhinoceros,4.3864,102.4017
Anorrhinus galeritus,5.8756,117.9433
Buceros rhinoceros,5.5832,101.3454
Anthracoceros albirostris,5.4626,118.2526
Buceros rhinoceros,4.6781,102.0581
Aceros corrugatus,5.5047,118.2638
Anthracoceros malayanus,5.8756,117.9433
Berenicornis comatus,5.482,118.2376
Anthracoceros albirostris,5.5047,118.2638
Buceros rhinoceros,5.482,118.2376
Buceros rhinoceros,5.5047,118.2638
Buceros rhinoceros,5.482,118.2376
Buceros bicornis,3.7119,101.7365
Buceros rhinoceros,5.5832,101.3454
Anorrhinus galeritus,3.6923,101.7501
Buceros rhinoceros,3.7119,101.7365
Berenicornis comatus,1.8636,103.8864
Anthracoceros malayanus,1.8773,103.9181
Buceros rhinoceros,1.8636,103.8864
Berenicornis comatus,5.369053,118.524878
Anthracoceros albirostris,4.236207,100.545361
Anthracoceros albirostris,3.163288,101.635833
Anthracoceros albirostris,4.436641,113.997166
Anthracoceros albirostris,4.436641,113.997166
Anthracoceros albirostris,5.523131,118.30278
Buceros rhinoceros,5.484356,118.305795
Anorrhinus galeritus,5.86304,117.948
Anthracoceros malayanus,5.86304,117.948
Anthracoceros albirostris,5.491432,118.20993
Buceros rhinoceros,5.663849,118.40156
Anthracoceros albirostris,5.663849,118.40156
Anorrhinus galeritus,5.663849,118.40156
Anthracoceros albirostris,5.946333,116.04579
Anthracoceros malayanus,4.397206,102.402176
Anthracoceros malayanus,1.861087,103.892876
Buceros rhinoceros,4.397206,102.402176
Buceros rhinoceros,4.397206,102.402176
Anthracoceros albirostris,6.366412,99.77901
Anthracoceros albirostris,6.366412,99.77901
Rhyticeros undulatus,5.53757,118.297104
Anthracoceros malayanus,5.53757,118.297104
Anthracoceros albirostris,5.53757,118.297104
Anthracoceros malayanus,5.86304,117.948
Anthracoceros malayanus,5.0198,117.7462
Buceros rhinoceros,5.0198,117.7462
Buceros rhinoceros,5.0198,117.7462
Anorrhinus galeritus,5.530219,118.07522
Buceros rhinoceros,5.484691,118.26486
Anthracoceros albirostris,5.53757,118.297104
Anorrhinus galeritus,5.484691,118.26486
Anorrhinus galeritus,5.866363,117.955574
Buceros rhinoceros,5.864394,117.9488
Buceros rhinoceros,5.876139,117.944145
Anthracoceros malayanus,5.876139,117.944145
Anthracoceros malayanus,5.865694,117.94946
Buceros bicornis,3.716435,101.73666
Anthracoceros albirostris,5.499437,118.278175
Anthracoceros albirostris,5.499437,118.278175
Anthracoceros malayanus,5.499437,118.278175
Anthracoceros albirostris,5.499437,118.278175
Buceros rhinoceros,4.962297,117.80357
Anthracoceros albirostris,4.962297,117.80357
Berenicornis comatus,4.962297,117.80357
Anthracoceros albirostris,4.962297,117.80357
Anthracoceros malayanus,5.239341,118.71002
Anorrhinus galeritus,5.239341,118.71002
Anthracoceros malayanus,4.041913,114.81292
Buceros rhinoceros,5.413522,100.781204
Rhyticeros undulatus,4.71187,116.89128
Anthracoceros malayanus,4.71187,116.89128
Anthracoceros albirostris,6.172215,100.84017
Anthracoceros albirostris,3.098267,101.503494
Buceros rhinoceros,3.716435,101.73666
Buceros rhinoceros,4.736876,116.97571
Anthracoceros albirostris,6.434655,99.70854
Aceros corrugatus,4.382085,102.401024
Anthracoceros albirostris,6.366567,99.81818
Buceros rhinoceros,4.677073,102.06017
Buceros bicornis,6.40193,99.82025
Rhyticeros undulatus,6.366567,99.81818
Anthracoceros albirostris,6.027441,116.019165
Anorrhinus galeritus,5.685463,118.381165
Anorrhinus galeritus,4.736876,116.97571
Buceros rhinoceros,4.736876,116.97571
Anorrhinus galeritus,5.530219,118.07522
Anthracoceros malayanus,5.876139,117.944145
Anorrhinus galeritus,5.876139,117.944145
Buceros rhinoceros,5.876139,117.944145
Aceros corrugatus,5.424513,117.74208
Anthracoceros albirostris,6.008964,116.00652
Buceros rhinoceros,3.350548,101.783875
Anthracoceros albirostris,5.86304,117.948
Anthracoceros albirostris,3.33714,101.24382
Buceros rhinoceros,5.239341,118.71002
Rhyticeros undulatus,3.409241,101.84481
Anthracoceros malayanus,6.172215,100.84017
Berenicornis comatus,6.114941,100.96337
Anthracoceros malayanus,5.865728,117.95143
Rhyticeros undulatus,1.954458,109.61197
Anthracoceros albirostris,5.407667,100.3705
Buceros rhinoceros,5.53757,118.297104
Buceros rhinoceros,4.397206,102.402176
Anthracoceros malayanus,4.397206,102.402176
Anthracoceros albirostris,2.435056,103.84123
Anthracoceros albirostris,5.53757,118.297104
Rhyticeros undulatus,4.397206,102.402176
Buceros rhinoceros,5.876139,117.944145
Buceros rhinoceros,1.861087,103.892876
Anthracoceros albirostris,6.247586,100.81462
Buceros bicornis,6.247586,100.81462
Anthracoceros albirostris,6.247586,100.81462
Anthracoceros malayanus,4.397206,102.402176
Buceros rhinoceros,4.397206,102.402176
Anthracoceros malayanus,4.397206,102.402176
Buceros rhinoceros,4.397206,102.402176
Buceros rhinoceros,4.397206,102.402176
Buceros rhinoceros,4.397206,102.402176
Rhyticeros undulatus,4.397206,102.402176
Anorrhinus galeritus,1.861087,103.892876
Anorrhinus galeritus,1.861087,103.892876
Buceros bicornis,6.366412,99.77901
Rhyticeros undulatus,1.861087,103.892876
Buceros rhinoceros,5.0198,117.7462
Berenicornis comatus,5.50429,118.27074
Buceros rhinoceros,5.0198,117.7462
Anthracoceros albirostris,5.530219,118.07522
Anthracoceros malayanus,5.876139,117.944145
Buceros rhinoceros,5.530219,118.07522
Buceros rhinoceros,5.0198,117.7462
Anthracoceros malayanus,5.530219,118.07522
Anthracoceros albirostris,5.530219,118.07522
Aceros corrugatus,5.484691,118.26486
Berenicornis comatus,5.484691,118.26486
Anthracoceros malayanus,5.530219,118.07522
Anthracoceros albirostris,6.366567,99.81818
Buceros rhinoceros,5.412776,100.75155
Buceros rhinoceros,4.970574,102.748665
Anthracoceros malayanus,5.864394,117.9488
Buceros rhinoceros,3.409241,101.84481
Anthracoceros albirostris,3.33714,101.24382
Anthracoceros albirostris,5.876139,117.944145
Rhyticeros undulatus,3.716435,101.73666
Anthracoceros malayanus,5.499437,118.278175
Berenicornis comatus,5.499437,118.278175
Anthracoceros albirostris,5.468624,118.187744
Rhyticeros undulatus,5.468624,118.187744
Buceros rhinoceros,5.468624,118.187744
Buceros rhinoceros,4.962297,117.80357
Anthracoceros albirostris,4.962297,117.80357
Anthracoceros malayanus,4.962297,117.80357
Anthracoceros malayanus,5.530219,118.07522
Anthracoceros albirostris,5.865728,117.95143
Anorrhinus galeritus,5.876139,117.944145
Anorrhinus galeritus,3.399835,101.76971
Anorrhinus galeritus,4.3992,117.8892
Anthracoceros albirostris,4.599097,118.78341
Buceros rhinoceros,1.590507,103.51719
Anthracoceros albirostris,6.247586,100.81462
Anorrhinus galeritus,5.876139,117.944145
Anorrhinus galeritus,4.962297,117.80357
Aceros corrugatus,5.488171,117.83438
Buceros rhinoceros,6.456882,99.82424
Anthracoceros albirostris,5.468624,118.187744
Anthracoceros malayanus,5.876139,117.944145
Anthracoceros albirostris,1.861087,103.892876
Anthracoceros malayanus,1.861087,103.892876
Berenicornis comatus,6.320417,100.481384
Buceros rhinoceros,4.678866,102.057495
Buceros rhinoceros,4.397206,102.402176
Buceros rhinoceros,1.861087,103.892876
Buceros rhinoceros,4.397206,102.402176
Buceros rhinoceros,5.0198,117.7462
Anthracoceros malayanus,5.0198,117.7462
Buceros bicornis,6.366567,99.81818
Anorrhinus galeritus,5.0198,117.7462
Anthracoceros malayanus,4.158231,102.35217
Buceros bicornis,6.366567,99.81818
Anthracoceros albirostris,6.366567,99.81818
Anthracoceros albirostris,5.876139,117.944145
Anthracoceros malayanus,5.468624,118.187744
Anthracoceros malayanus,5.876139,117.944145
Anthracoceros malayanus,5.86304,117.948
Buceros rhinoceros,5.530219,118.07522
Anthracoceros albirostris,5.946333,116.04579
Anthracoceros malayanus,5.0198,117.7462
Anthracoceros albirostris,5.484691,118.26486
Anorrhinus galeritus,5.86304,117.948
Anthracoceros malayanus,5.530219,118.07522
Buceros rhinoceros,5.876139,117.944145
Rhyticeros undulatus,5.530219,118.07522
Buceros rhinoceros,5.0198,117.7462
Anthracoceros malayanus,5.484691,118.26486
Anthracoceros albirostris,5.50429,118.27074
Anorrhinus galeritus,1.303121,112.07112
Buceros rhinoceros,1.303121,112.07112
Anthracoceros malayanus,5.876139,117.944145
Anthracoceros malayanus,3.098267,101.503494
Anthracoceros albirostris,6.366567,99.81818
Rhyticeros undulatus,4.397206,102.402176
Berenicornis comatus,1.303121,112.07112
Rhyticeros undulatus,1.303121,112.07112
Anthracoceros malayanus,4.970574,102.748665
Buceros rhinoceros,5.876139,117.944145
Anthracoceros malayanus,5.876139,117.944145
Rhyticeros undulatus,1.303121,112.07112
Buceros bicornis,3.409241,101.84481
Anthracoceros albirostris,3.52,102.16
Rhyticeros undulatus,3.716435,101.73666
Anorrhinus galeritus,1.303121,112.07112
Buceros rhinoceros,5.876139,117.944145
Anthracoceros malayanus,5.876139,117.944145
Buceros rhinoceros,3.716435,101.73666
Anthracoceros albirostris,2.469479,103.8294
Anthracoceros malayanus,5.499437,118.278175
Rhyticeros undulatus,1.303121,112.07112
Buceros rhinoceros,5.685463,118.381165
Anthracoceros malayanus,1.861087,103.892876
Anthracoceros albirostris,5.496046,118.28242
Buceros rhinoceros,5.239341,118.71002
Buceros rhinoceros,4.736876,116.97571
Buceros rhinoceros,4.385003,102.40072
Anthracoceros malayanus,4.736876,116.97571
Rhyticeros undulatus,4.962297,117.80357
Anthracoceros albirostris,5.466015,118.25336
Anthracoceros malayanus,5.876599,117.944176
Anthracoceros malayanus,5.491432,118.20993
Aceros corrugatus,5.491432,118.20993
Buceros rhinoceros,5.491432,118.20993
Anthracoceros albirostris,5.491432,118.20993
Aceros corrugatus,5.491432,118.20993
Anthracoceros albirostris,5.530219,118.07522
Anthracoceros albirostris,5.239341,118.71002
Buceros rhinoceros,5.239341,118.71002
Anthracoceros malayanus,5.876139,117.944145
Anorrhinus galeritus,5.413522,100.781204
Anorrhinus galeritus,2.833403,102.03252
Buceros rhinoceros,2.833403,102.03252
Aceros corrugatus,5.838203,118.1183
Anthracoceros albirostris,5.529585,118.292404
Aceros corrugatus,5.50429,118.27074
Rhyticeros undulatus,4.73343,116.8778
Anorrhinus galeritus,5.41325,100.78111
Anthracoceros albirostris,6.247586,100.81462
Anthracoceros malayanus,5.877041,117.939476
Anthracoceros malayanus,5.0198,117.7462
Buceros rhinoceros,5.0198,117.7462
Buceros rhinoceros,5.044657,117.75876
Buceros rhinoceros,4.397206,102.402176
Anthracoceros malayanus,4.397206,102.402176
Anthracoceros malayanus,4.397206,102.402176
Rhyticeros undulatus,1.861087,103.892876
Buceros rhinoceros,4.397206,102.402176
Buceros rhinoceros,4.397206,102.402176
Anthracoceros albirostris,6.366567,99.81818
Buceros bicornis,6.366567,99.81818
Buceros rhinoceros,3.716992,101.738655
Buceros rhinoceros,4.397206,102.402176
Buceros rhinoceros,5.530219,118.07522
Anthracoceros albirostris,5.948254,116.04507
Anthracoceros malayanus,6.172215,100.84017
Rhyticeros undulatus,6.320417,100.481384
Buceros rhinoceros,5.876139,117.944145
Buceros bicornis,3.716435,101.73666
Anorrhinus galeritus,4.71187,116.89128
Anthracoceros malayanus,4.678866,102.057495
Buceros rhinoceros,4.646065,102.13208
Aceros corrugatus,5.498167,118.280914
Anthracoceros albirostris,5.498167,118.280914
Anthracoceros malayanus,5.498167,118.280914
Anthracoceros malayanus,3.511902,102.053314
Anthracoceros albirostris,3.992875,101.30976
Anorrhinus galeritus,1.861087,103.892876
Aceros corrugatus,5.838203,118.1183
Anorrhinus galeritus,5.53757,118.297104
Buceros rhinoceros,5.53757,118.297104
Anorrhinus galeritus,5.876139,117.944145
Buceros rhinoceros,6.69762,100.19154
Buceros rhinoceros,5.876139,117.944145
Anthracoceros malayanus,5.876139,117.944145
Rhyticeros undulatus,4.96853,117.81128
Anthracoceros albirostris,4.96853,117.81128
Buceros rhinoceros,4.987661,117.8833
Anorrhinus galeritus,4.96697,117.800385
Aceros corrugatus,5.486863,118.271774
Anorrhinus galeritus,4.96697,117.800385
Anthracoceros malayanus,5.877041,117.939476
Anorrhinus galeritus,5.0198,117.7462
Anthracoceros malayanus,5.0198,117.7462
Anthracoceros albirostris,5.498167,118.280914
Buceros bicornis,6.366567,99.81818
Rhyticeros undulatus,6.366567,99.81818
Rhyticeros undulatus,4.436608,115.5152
Anthracoceros malayanus,5.0198,117.7462
Anorrhinus galeritus,5.0198,117.7462
Buceros rhinoceros,5.0198,117.7462
Anthracoceros albirostris,4.425953,113.99594
Buceros rhinoceros,3.409241,101.84481
Anthracoceros albirostris,3.33714,101.24382
Anthracoceros albirostris,5.508605,118.282265
Aceros corrugatus,5.508605,118.282265
Anthracoceros albirostris,5.508605,118.282265
Anthracoceros albirostris,6.385213,99.66137
Buceros bicornis,6.385213,99.66137
Buceros rhinoceros,4.67905,102.05768
Buceros bicornis,6.366567,99.81818
Anthracoceros albirostris,6.172215,100.84017
Buceros rhinoceros,5.508605,118.282265
Aceros corrugatus,5.508605,118.282265
Anthracoceros malayanus,1.861087,103.892876
Anthracoceros albirostris,5.685463,118.381165
Anthracoceros albirostris,6.027441,116.019165
Rhyticeros undulatus,3.409241,101.84481
Buceros rhinoceros,5.239341,118.71002
Aceros corrugatus,1.954458,109.61197
Anthracoceros albirostris,5.53757,118.297104
Anthracoceros malayanus,5.53757,118.297104
Anthracoceros albirostris,4.385003,102.40072
Rhyticeros undulatus,4.385003,102.40072
Anthracoceros malayanus,4.736876,116.97571
Anthracoceros malayanus,5.876139,117.944145
Anthracoceros albirostris,5.498167,118.280914
Anthracoceros malayanus,6.114941,100.96337
Anthracoceros albirostris,6.114941,100.96337
Anthracoceros albirostris,6.114941,100.96337
Berenicornis comatus,6.114941,100.96337
Anthracoceros albirostris,5.488901,118.22541
Anthracoceros albirostris,5.468624,118.187744
Anorrhinus galeritus,5.530219,118.07522
Rhyticeros undulatus,3.409241,101.84481
Anthracoceros albirostris,4.601275,101.10995
Anorrhinus galeritus,5.876139,117.944145
Anthracoceros malayanus,4.962297,117.80357
Buceros rhinoceros,5.53757,118.297104
Aceros corrugatus,5.53757,118.297104
Anthracoceros albirostris,5.468624,118.187744
Aceros corrugatus,5.53757,118.297104
Buceros rhinoceros,4.646065,102.13208
Buceros bicornis,6.366567,99.81818
Anthracoceros malayanus,5.876139,117.944145
Rhyticeros undulatus,3.409241,101.84481
Aceros corrugatus,5.464946,118.25358
Anthracoceros malayanus,1.861087,103.892876
Buceros rhinoceros,5.0198,117.7462
Anthracoceros malayanus,1.861087,103.892876
Anthracoceros malayanus,1.861087,103.892876
Anthracoceros malayanus,5.864308,117.94995
Anthracoceros albirostris,3.427105,101.79702
Anthracoceros malayanus,3.427105,101.79702
Buceros bicornis,3.409241,101.84481
Rhyticeros undulatus,3.409241,101.84481
Anthracoceros albirostris,4.60379,101.0823
Anorrhinus galeritus,5.468624,118.187744
Anorrhinus galeritus,5.239341,118.71002
Anthracoceros malayanus,5.239341,118.71002
Buceros rhinoceros,1.861087,103.892876
Buceros rhinoceros,4.962297,117.80357
Anthracoceros malayanus,4.962297,117.80357
Anthracoceros malayanus,3.58598,102.16981
Berenicornis comatus,6.114941,100.96337
Anthracoceros malayanus,6.114941,100.96337
Anthracoceros albirostris,6.114941,100.96337
Anorrhinus galeritus,5.468624,118.187744
Anthracoceros malayanus,5.468624,118.187744
Anthracoceros albirostris,3.598972,102.04894
Rhyticeros undulatus,6.04606,116.70422
Rhyticeros undulatus,3.716435,101.73666
Aceros corrugatus,5.53757,118.297104
Anthracoceros malayanus,5.876139,117.944145
Anorrhinus galeritus,5.53757,118.297104
Berenicornis comatus,5.53757,118.297104
Rhyticeros undulatus,4.397206,102.402176
Rhyticeros undulatus,6.045708,116.70074
Anthracoceros malayanus,4.678866,102.057495
Buceros rhinoceros,5.876139,117.944145
Anthracoceros malayanus,5.876139,117.944145
Anthracoceros malayanus,5.86304,117.948
Rhyticeros undulatus,5.43,117.74
Anorrhinus galeritus,5.530502,118.07169
Anorrhinus galeritus,3.409241,101.84481
Buceros rhinoceros,5.413522,100.781204
Anthracoceros malayanus,2.03494,112.376854
Rhyticeros undulatus,2.015715,112.94021
Buceros rhinoceros,5.876139,117.944145
Anthracoceros malayanus,4.397206,102.402176
Anthracoceros malayanus,5.876139,117.944145
Anthracoceros malayanus,5.515699,118.269005
Buceros rhinoceros,4.646065,102.13208
Buceros bicornis,4.646065,102.13208
Rhyticeros undulatus,3.409241,101.84481
Anthracoceros albirostris,2.435056,103.84123
Rhyticeros undulatus,1.861087,103.892876
Anthracoceros malayanus,1.861087,103.892876
Anthracoceros albirostris,5.53757,118.297104
Anorrhinus galeritus,1.861087,103.892876
Anthracoceros malayanus,1.861087,103.892876
Anthracoceros albirostris,2.435056,103.84123
Buceros rhinoceros,5.0198,117.7462
Buceros rhinoceros,5.0198,117.7462
Buceros rhinoceros,4.646065,102.13208
Buceros bicornis,4.646065,102.13208
Anthracoceros albirostris,4.962297,117.80357
Anthracoceros malayanus,1.861087,103.892876
Anorrhinus galeritus,5.50429,118.27074
Buceros rhinoceros,4.646065,102.13208
Anthracoceros albirostris,5.468624,118.187744
Anthracoceros malayanus,4.678866,102.057495
Anthracoceros malayanus,4.678866,102.057495
Buceros rhinoceros,5.413522,100.781204
Anthracoceros albirostris,3.585541,102.168175
Buceros bicornis,4.646065,102.13208
Buceros rhinoceros,4.646065,102.13208
Aceros corrugatus,5.876139,117.944145
Berenicornis comatus,5.876139,117.944145
Anthracoceros albirostris,5.876139,117.944145
Anthracoceros malayanus,3.511902,102.053314
Anthracoceros albirostris,4.397206,102.402176
Buceros bicornis,4.397206,102.402176
Anthracoceros malayanus,1.861087,103.892876
Anthracoceros malayanus,1.239219,112.0364
Anthracoceros malayanus,3.511902,102.053314
Anthracoceros albirostris,3.585541,102.168175
Berenicornis comatus,1.303121,112.07112
Anthracoceros malayanus,3.511902,102.053314
Anthracoceros albirostris,5.515699,118.269005
Berenicornis comatus,5.515699,118.269005
Anorrhinus galeritus,1.303121,112.07112
Rhyticeros undulatus,1.861087,103.892876
Buceros rhinoceros,4.397206,102.402176
Anthracoceros malayanus,4.397206,102.402176
Rhyticeros undulatus,4.397206,102.402176
Buceros rhinoceros,4.397206,102.402176
Buceros rhinoceros,4.397206,102.402176
Buceros rhinoceros,4.397206,102.402176
Buceros rhinoceros,4.397206,102.402176
Berenicornis comatus,5.468624,118.187744
Buceros rhinoceros,3.579722,102.16389
Buceros rhinoceros,4.524672,102.421524
Anthracoceros malayanus,5.876139,117.944145
Aceros corrugatus,5.486364,118.25963
Buceros rhinoceros,5.515699,118.269005
Anthracoceros malayanus,5.53757,118.297104
Buceros rhinoceros,5.53757,118.297104
Anorrhinus galeritus,5.876139,117.944145
Anorrhinus galeritus,5.50429,118.27074
Buceros rhinoceros,5.530219,118.07522
Buceros rhinoceros,5.0198,117.7462
Anthracoceros malayanus,5.53757,118.297104
Anthracoceros malayanus,5.0198,117.7462
Aceros corrugatus,5.866363,117.955574
Buceros rhinoceros,5.0198,117.7462
Anorrhinus galeritus,5.866363,117.955574
Anthracoceros albirostris,5.505456,118.27654
Anthracoceros malayanus,5.0198,117.7462
Aceros corrugatus,5.466015,118.25336
Anorrhinus galeritus,5.491432,118.20993
Berenicornis comatus,5.491432,118.20993
Rhyticeros undulatus,5.030393,117.75561
Anthracoceros albirostris,5.504175,118.278
Anthracoceros malayanus,5.504175,118.278
Aceros corrugatus,5.504175,118.278
Rhyticeros undulatus,4.970574,102.748665
Buceros bicornis,4.970574,102.748665
Anthracoceros albirostris,4.970574,102.748665
Anthracoceros malayanus,1.239219,112.0364
Buceros rhinoceros,1.303121,112.07112
Berenicornis comatus,4.385003,102.40072
Anthracoceros malayanus,4.385003,102.40072
Anthracoceros albirostris,6.247586,100.81462
Anorrhinus galeritus,5.0198,117.7462
Anthracoceros malayanus,5.876139,117.944145
Buceros rhinoceros,5.876139,117.944145
Anthracoceros malayanus,5.876139,117.944145
Anthracoceros albirostris,4.236597,100.54557
Aceros corrugatus,5.468624,118.187744
Buceros rhinoceros,5.86304,117.948
Aceros corrugatus,5.499437,118.278175
Aceros corrugatus,5.499437,118.278175
Berenicornis comatus,5.239341,118.71002
Anorrhinus galeritus,5.876139,117.944145
Anthracoceros malayanus,5.876139,117.944145
Anthracoceros albirostris,5.498167,118.280914
Anorrhinus galeritus,5.498167,118.280914
Buceros rhinoceros,4.962297,117.80357
Anorrhinus galeritus,5.876139,117.944145
Anorrhinus galeritus,5.367517,117.42956
Anorrhinus galeritus,5.530219,118.07522
Aceros corrugatus,5.532684,118.29175
Buceros rhinoceros,5.552004,118.33413
Anthracoceros malayanus,5.875803,117.94748
Anthracoceros malayanus,5.532684,118.29175
Anthracoceros malayanus,5.552004,118.33413
Anthracoceros albirostris,5.520325,118.298386
Aceros corrugatus,5.552004,118.33413
Anthracoceros malayanus,5.875803,117.94748
Buceros rhinoceros,5.530219,118.07522
Anthracoceros malayanus,5.530219,118.07522
Anthracoceros albirostris,5.946333,116.04579
Anthracoceros malayanus,5.0198,117.7462
Aceros corrugatus,5.532684,118.29175
Aceros corrugatus,5.552004,118.33413
Anthracoceros malayanus,5.552004,118.33413
Buceros rhinoceros,1.861087,103.892876
Anthracoceros albirostris,5.487918,118.273415
Anthracoceros malayanus,4.397206,102.402176
